Durations: Step: 9548.14ms, Load: 2886.58ms, Logits: 0.10ms, Save: 0.00ms, Print: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3458.86ms, Save: 56.66ms, Logits: 0.32ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3451.99ms, Save: 56.26ms, Logits: 0.32ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3450.84ms, Save: 56.36ms, Logits: 0.32ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3663.37ms, Save: 58.96ms, Logits: 0.37ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3435.20ms, Save: 57.89ms, Logits: 0.32ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3481.47ms, Save: 59.66ms, Logits: 0.32ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3454.71ms, Save: 56.04ms, Logits: 0.31ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3476.58ms, Save: 55.93ms, Logits: 0.33ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3663.21ms, Save: 62.28ms, Logits: 0.39ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3510.42ms, Save: 57.85ms, Logits: 0.32ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3887.31ms, Save: 57.84ms, Logits: 0.34ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3999.89ms, Save: 62.02ms, Logits: 0.43ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3557.61ms, Save: 65.17ms, Load: 5.24ms, Logits: 0.33ms, Print: 0.08ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3718.98ms, Save: 58.76ms, Load: 5.06ms, Logits: 0.33ms, Print: 0.07ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3937.94ms, Save: 60.69ms, Logits: 0.34ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3846.64ms, Save: 57.12ms, Logits: 0.33ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3896.71ms, Save: 59.98ms, Logits: 0.34ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4210.62ms, Save: 58.14ms, Logits: 0.42ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3956.40ms, Save: 57.70ms, Logits: 0.38ms, Print: 0.15ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3983.33ms, Save: 56.40ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4026.28ms, Save: 59.61ms, Logits: 0.39ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4052.73ms, Save: 57.30ms, Logits: 0.40ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4329.60ms, Save: 67.72ms, Logits: 0.40ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4077.24ms, Save: 56.19ms, Logits: 0.39ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4078.70ms, Save: 59.82ms, Logits: 0.38ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4112.25ms, Save: 63.40ms, Logits: 0.40ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3990.71ms, Save: 55.37ms, Logits: 0.37ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4042.07ms, Save: 62.64ms, Logits: 0.41ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4018.22ms, Save: 56.23ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4066.76ms, Save: 58.64ms, Logits: 0.39ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3913.33ms, Save: 59.39ms, Logits: 0.35ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4390.87ms, Save: 61.03ms, Logits: 0.45ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4067.50ms, Save: 59.26ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3991.53ms, Save: 57.26ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3986.59ms, Save: 56.50ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3992.69ms, Save: 56.16ms, Logits: 0.34ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3730.87ms, Save: 58.78ms, Logits: 0.36ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3769.91ms, Save: 58.29ms, Logits: 0.39ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3855.29ms, Save: 65.31ms, Logits: 0.42ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4598.66ms, Save: 70.76ms, Logits: 0.54ms, Print: 0.20ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4586.21ms, Save: 73.60ms, Logits: 0.61ms, Print: 0.15ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3771.40ms, Save: 58.62ms, Logits: 0.37ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3647.53ms, Save: 61.92ms, Logits: 0.35ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3601.17ms, Save: 60.15ms, Logits: 0.35ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3600.15ms, Save: 56.61ms, Logits: 0.36ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3877.56ms, Save: 58.31ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3694.67ms, Save: 57.48ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3591.84ms, Save: 59.78ms, Logits: 0.36ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3917.43ms, Save: 57.20ms, Logits: 0.41ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3695.18ms, Save: 55.04ms, Logits: 0.35ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3666.51ms, Save: 55.54ms, Logits: 0.35ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3671.38ms, Save: 57.68ms, Logits: 0.35ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3818.54ms, Save: 58.73ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4030.67ms, Save: 60.25ms, Logits: 0.40ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3765.70ms, Save: 55.86ms, Logits: 0.36ms, Print: 0.15ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3707.15ms, Save: 55.31ms, Logits: 0.35ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3775.20ms, Save: 59.40ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4267.62ms, Save: 61.62ms, Logits: 0.52ms, Print: 0.21ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3648.32ms, Save: 57.38ms, Logits: 0.37ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3876.59ms, Save: 56.93ms, Logits: 0.38ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3670.45ms, Save: 59.78ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3697.90ms, Save: 59.09ms, Logits: 0.39ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3793.36ms, Save: 59.67ms, Logits: 0.38ms, Print: 0.17ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3913.75ms, Save: 58.55ms, Logits: 0.40ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3952.61ms, Save: 58.15ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3757.71ms, Save: 57.85ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3656.02ms, Save: 62.11ms, Logits: 0.37ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4034.89ms, Save: 60.50ms, Logits: 0.40ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3780.36ms, Save: 58.66ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3830.58ms, Save: 59.12ms, Logits: 0.38ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3723.67ms, Save: 59.87ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3754.75ms, Save: 59.21ms, Logits: 0.37ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3751.04ms, Save: 56.41ms, Logits: 0.38ms, Print: 0.16ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3718.71ms, Save: 61.57ms, Logits: 0.38ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3807.40ms, Save: 58.16ms, Logits: 0.38ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3639.25ms, Save: 57.84ms, Logits: 0.37ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3710.97ms, Save: 61.14ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3798.48ms, Save: 60.03ms, Logits: 0.39ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3773.10ms, Save: 59.02ms, Logits: 0.37ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3748.49ms, Save: 59.57ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3777.65ms, Save: 59.86ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4005.27ms, Save: 57.67ms, Logits: 0.81ms, Print: 0.32ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3694.20ms, Save: 60.48ms, Logits: 0.39ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3714.47ms, Save: 58.62ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3675.43ms, Save: 58.53ms, Logits: 0.36ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3690.78ms, Save: 55.76ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3962.63ms, Save: 58.88ms, Logits: 0.42ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4238.13ms, Save: 57.75ms, Logits: 0.42ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3792.49ms, Save: 60.79ms, Logits: 0.40ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4749.07ms, Save: 55.17ms, Logits: 0.54ms, Print: 0.32ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4313.83ms, Save: 59.36ms, Logits: 0.49ms, Print: 0.15ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4286.94ms, Save: 57.99ms, Logits: 0.40ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4165.74ms, Save: 57.75ms, Logits: 0.43ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4446.68ms, Save: 59.41ms, Logits: 0.47ms, Print: 0.18ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3857.67ms, Save: 58.48ms, Logits: 0.37ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4369.77ms, Save: 59.30ms, Logits: 0.42ms, Print: 0.22ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4460.38ms, Save: 57.16ms, Logits: 0.45ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4629.98ms, Save: 56.59ms, Logits: 0.44ms, Print: 0.34ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4083.51ms, Save: 60.70ms, Logits: 0.43ms, Print: 0.37ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4165.09ms, Save: 60.45ms, Logits: 0.43ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4041.64ms, Save: 56.02ms, Logits: 0.45ms, Print: 0.13ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4205.71ms, Save: 59.92ms, Print: 0.46ms, Logits: 0.44ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3967.75ms, Save: 61.44ms, Logits: 0.38ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4253.49ms, Save: 62.32ms, Logits: 0.43ms, Print: 0.16ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4197.12ms, Save: 59.80ms, Logits: 0.40ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4234.95ms, Save: 58.11ms, Logits: 0.40ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4054.24ms, Save: 60.88ms, Logits: 0.48ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4331.88ms, Save: 56.33ms, Logits: 0.71ms, Print: 0.14ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4147.75ms, Save: 59.15ms, Logits: 0.43ms, Print: 0.17ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4330.81ms, Save: 59.91ms, Logits: 0.44ms, Print: 0.30ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4062.14ms, Save: 62.85ms, Logits: 0.42ms, Print: 0.16ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3999.97ms, Save: 56.16ms, Logits: 0.46ms, Print: 0.35ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3941.88ms, Save: 56.49ms, Logits: 0.38ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3973.44ms, Save: 60.37ms, Logits: 0.38ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3491.51ms, Save: 57.96ms, Load: 4.92ms, Logits: 0.36ms, Print: 0.07ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3457.35ms, Save: 58.60ms, Load: 5.13ms, Logits: 0.35ms, Print: 0.07ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3567.84ms, Save: 55.78ms, Load: 5.23ms, Logits: 0.43ms, Print: 0.08ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3595.39ms, Save: 58.89ms, Load: 4.86ms, Logits: 0.37ms, Print: 0.08ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3593.57ms, Save: 58.32ms, Load: 4.96ms, Logits: 0.39ms, Print: 0.08ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3671.00ms, Save: 57.74ms, Load: 5.39ms, Logits: 0.49ms, Print: 0.08ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3854.84ms, Save: 58.22ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3876.77ms, Save: 55.14ms, Load: 5.19ms, Logits: 0.47ms, Print: 0.09ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4191.35ms, Save: 56.01ms, Logits: 0.43ms, Print: 0.25ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4295.44ms, Save: 61.19ms, Logits: 0.50ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3902.60ms, Save: 57.56ms, Logits: 0.40ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3788.86ms, Save: 57.77ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3851.75ms, Save: 55.62ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4109.59ms, Save: 57.49ms, Logits: 0.41ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3835.17ms, Save: 55.66ms, Logits: 0.36ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4096.71ms, Save: 59.04ms, Logits: 0.39ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4021.17ms, Save: 58.77ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3995.56ms, Save: 55.80ms, Logits: 0.38ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3973.08ms, Save: 55.64ms, Logits: 0.38ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4019.31ms, Save: 59.47ms, Logits: 0.40ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3849.25ms, Save: 58.64ms, Logits: 0.37ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4019.98ms, Save: 56.98ms, Logits: 0.39ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3907.80ms, Save: 57.74ms, Logits: 0.38ms, Print: 0.09ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4306.25ms, Save: 56.66ms, Logits: 0.41ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4219.68ms, Save: 57.19ms, Logits: 0.39ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4197.70ms, Save: 55.58ms, Logits: 0.39ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4181.64ms, Save: 58.39ms, Logits: 0.40ms, Print: 0.10ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3425.89ms, Save: 58.13ms, Load: 6.12ms, Logits: 0.32ms, Print: 0.08ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3403.94ms, Save: 58.61ms, Logits: 0.31ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3368.24ms, Save: 56.47ms, Logits: 0.30ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3453.99ms, Save: 55.09ms, Logits: 0.33ms, Print: 0.06ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4075.72ms, Save: 57.40ms, Logits: 0.49ms, Print: 0.11ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3822.47ms, Save: 57.84ms, Logits: 0.36ms, Print: 0.12ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3636.13ms, Save: 56.32ms, Logits: 0.34ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3729.20ms, Save: 56.47ms, Logits: 0.34ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3818.44ms, Save: 56.96ms, Logits: 0.33ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 5196.34ms, Save: 61.08ms, Logits: 0.79ms, Print: 0.22ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3575.09ms, Save: 56.25ms, Logits: 0.32ms, Print: 0.16ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3680.33ms, Save: 55.23ms, Logits: 0.34ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3680.82ms, Save: 56.56ms, Logits: 0.34ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3741.34ms, Save: 58.16ms, Logits: 0.35ms, Print: 0.08ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3760.23ms, Save: 54.86ms, Logits: 0.34ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3780.52ms, Save: 58.55ms, Logits: 0.37ms, Print: 0.07ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
-- mps --
Durations: Step: 3561.63ms, Save: 56.02ms, Logits: 21.59ms, Load: 5.25ms, Print: 0.36ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3658.65ms, Save: 59.62ms, Logits: 14.05ms, Print: 0.44ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 4001.63ms, Save: 57.39ms, Logits: 13.61ms, Print: 0.49ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
-- embed tensor to torch instead of python --
Durations: Step: 3116.95ms, Save: 62.12ms, Logits: 13.65ms, Load: 5.13ms, Print: 0.42ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3097.90ms, Save: 59.85ms, Logits: 14.08ms, Print: 0.38ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3191.15ms, Save: 57.22ms, Logits: 13.70ms, Load: 5.24ms, Print: 0.40ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3206.41ms, Save: 57.19ms, Logits: 13.19ms, Load: 5.11ms, Print: 0.41ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3230.06ms, Save: 58.51ms, Logits: 13.61ms, Load: 5.58ms, Print: 0.37ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3248.45ms, Save: 58.30ms, Logits: 13.05ms, Print: 0.46ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3173.55ms, Save: 58.39ms, Logits: 13.20ms, Print: 0.45ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3099.23ms, Save: 56.64ms, Logits: 13.13ms, Print: 0.48ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3918.91ms, Save: 57.70ms, Logits: 13.41ms, Print: 0.46ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3248.64ms, Save: 141.33ms, Logits: 13.74ms, Load: 13.38ms, Print: 0.43ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 3109.81ms, Save: 132.41ms, Logits: 13.41ms, Print: 0.49ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Step: 2871.28ms, Save: 138.43ms, Logits: 13.47ms, Print: 0.47ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
-- WHAT !?!?!? 
Durations: Save: 134.42ms, Step: 45.29ms, Load: 15.40ms, Logits: 7.52ms, Print: 0.30ms, Combine: 0.00ms, Token: 0.00ms
Durations: Save: 136.38ms, Step: 38.50ms, Logits: 6.60ms, Print: 0.76ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Save: 137.57ms, Step: 40.09ms, Logits: 6.74ms, Print: 0.28ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Save: 136.35ms, Step: 39.98ms, Logits: 6.81ms, Print: 0.26ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Save: 138.07ms, Step: 40.29ms, Logits: 6.86ms, Print: 0.25ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Save: 138.02ms, Step: 39.59ms, Logits: 6.77ms, Print: 0.26ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Save: 136.95ms, Step: 39.79ms, Logits: 7.02ms, Print: 0.26ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
Durations: Save: 137.53ms, Step: 40.04ms, Logits: 6.69ms, Print: 0.27ms, Load: 0.00ms, Combine: 0.00ms, Token: 0.00ms
